url,status,reason,pos,neg,margin,blur
x-raw-image:///164ef8ed6dd3bb6c938b3085d08cd2119b66e9fb05a0d88b757058233de74bd2,error,download: No connection adapters were found for 'x-raw-image:///164ef8ed6dd3bb6c938b3085d08cd2119b66e9fb05a0d88b757058233de74bd2',,,,
x-raw-image:///7febfff1ace23555273da92fe01d6c6d23d96111645f0f1b03b173e3ac70598c,error,download: No connection adapters were found for 'x-raw-image:///7febfff1ace23555273da92fe01d6c6d23d96111645f0f1b03b173e3ac70598c',,,,
x-raw-image:///2c6c0bcabf3ce4b598c51597253148188ce805f53c17f0edeaf46bd006f91c43,error,download: No connection adapters were found for 'x-raw-image:///2c6c0bcabf3ce4b598c51597253148188ce805f53c17f0edeaf46bd006f91c43',,,,
x-raw-image:///b2551a07f7dc813e6e569f0828010cdbd3d71a8396a458c21dd2b52278f8b19c,error,download: No connection adapters were found for 'x-raw-image:///b2551a07f7dc813e6e569f0828010cdbd3d71a8396a458c21dd2b52278f8b19c',,,,
x-raw-image:///f9dab6b776ed5afc566a5547a51361a2e1acd8b4d3286e690f1eae5cd02ce72e,error,download: No connection adapters were found for 'x-raw-image:///f9dab6b776ed5afc566a5547a51361a2e1acd8b4d3286e690f1eae5cd02ce72e',,,,
x-raw-image:///bf31d4376343b6cb641673dbaf40b2dd56c5904a21d79c4b2f92d54d4ebf252c,error,download: No connection adapters were found for 'x-raw-image:///bf31d4376343b6cb641673dbaf40b2dd56c5904a21d79c4b2f92d54d4ebf252c',,,,
x-raw-image:///5fd205d8b796001c538d05eae91aa623e0666c5588a96f5e3ad2f9c961cc682b,error,download: No connection adapters were found for 'x-raw-image:///5fd205d8b796001c538d05eae91aa623e0666c5588a96f5e3ad2f9c961cc682b',,,,
x-raw-image:///ce090ccb6867876b7c9a73fd0de1c6efa349159955d4c2cd777437e8e2156bea,error,download: No connection adapters were found for 'x-raw-image:///ce090ccb6867876b7c9a73fd0de1c6efa349159955d4c2cd777437e8e2156bea',,,,
x-raw-image:///8c8c4ee84f81ca9a0ab8cb97dff11dde0b42b67b741aba7894571a6fb21652c0,error,download: No connection adapters were found for 'x-raw-image:///8c8c4ee84f81ca9a0ab8cb97dff11dde0b42b67b741aba7894571a6fb21652c0',,,,
x-raw-image:///23359ff3ad2f20ee030c7eb44f42fd7b05506ff67a07a7903a368491e391b08a,error,download: No connection adapters were found for 'x-raw-image:///23359ff3ad2f20ee030c7eb44f42fd7b05506ff67a07a7903a368491e391b08a',,,,
https://www.timekocaeli.com/uploads/oktay-topcuoglu---sanayinin-kalbinde-guvenilir-yatirim-danismanligi-687b4ce31bf41.jpg,rejected,clip_threshold,0.21430139243602753,0.19137905538082123,0.0229223370552063,374.9696807993147
x-raw-image:///e17c33e8c9d03ffc1694ea3d0746a1be81f03362022ce7039f248cd08cc2456d,error,download: No connection adapters were found for 'x-raw-image:///e17c33e8c9d03ffc1694ea3d0746a1be81f03362022ce7039f248cd08cc2456d',,,,
x-raw-image:///4d917a22c5d29326e8d1ce00bcb9dbdad8d81d800544a3df62e50d7f8166f88c,error,download: No connection adapters were found for 'x-raw-image:///4d917a22c5d29326e8d1ce00bcb9dbdad8d81d800544a3df62e50d7f8166f88c',,,,
x-raw-image:///8079f04e4c1e76b0bb35e29bfe20f608e3d8d6c62ea1ca203d111e504c365b23,error,download: No connection adapters were found for 'x-raw-image:///8079f04e4c1e76b0bb35e29bfe20f608e3d8d6c62ea1ca203d111e504c365b23',,,,
x-raw-image:///5b2edeb0be1b093f4e83b004b505dd476941c4a45061d4579415a3c9f1f66e97,error,download: No connection adapters were found for 'x-raw-image:///5b2edeb0be1b093f4e83b004b505dd476941c4a45061d4579415a3c9f1f66e97',,,,
x-raw-image:///4a6fc35b4d2d42a823da32450e6556e806efcc468f699ea0816ecdb7eda9bb82,error,download: No connection adapters were found for 'x-raw-image:///4a6fc35b4d2d42a823da32450e6556e806efcc468f699ea0816ecdb7eda9bb82',,,,
x-raw-image:///e4933cd417c69f8d4ef60e772bcb8d6bfff377cca73a61ecd4bd44094d9a5cab,error,download: No connection adapters were found for 'x-raw-image:///e4933cd417c69f8d4ef60e772bcb8d6bfff377cca73a61ecd4bd44094d9a5cab',,,,
x-raw-image:///26c0b3f73f01bd435560d4454e432d2088ac1f31a3bbd6954b5e336ab7bb0472,error,download: No connection adapters were found for 'x-raw-image:///26c0b3f73f01bd435560d4454e432d2088ac1f31a3bbd6954b5e336ab7bb0472',,,,
x-raw-image:///7df929ee4c612f0e0ebb519ee9902a959a601a9b12550c92051a86f50895927e,error,download: No connection adapters were found for 'x-raw-image:///7df929ee4c612f0e0ebb519ee9902a959a601a9b12550c92051a86f50895927e',,,,
x-raw-image:///861977adc90581bc218b63adf0393e79c6644b2e0c75818f39cdb8ed07e14cb4,error,download: No connection adapters were found for 'x-raw-image:///861977adc90581bc218b63adf0393e79c6644b2e0c75818f39cdb8ed07e14cb4',,,,
x-raw-image:///9df4e21430bc849981a67835cc3933d5b1a879201491c4039351c8babf2a6023,error,download: No connection adapters were found for 'x-raw-image:///9df4e21430bc849981a67835cc3933d5b1a879201491c4039351c8babf2a6023',,,,
x-raw-image:///1951e24dd1c9e1f13d10825bdb3bf464d89fd01f134d31fc9efbd037a2076725,error,download: No connection adapters were found for 'x-raw-image:///1951e24dd1c9e1f13d10825bdb3bf464d89fd01f134d31fc9efbd037a2076725',,,,
x-raw-image:///6dc5fed05905120f9788a7059ec67e388e396ba37236bdf4ae92d29cee638558,error,download: No connection adapters were found for 'x-raw-image:///6dc5fed05905120f9788a7059ec67e388e396ba37236bdf4ae92d29cee638558',,,,
x-raw-image:///0305093a3487cf72fe3c2eecc9592fcda97fb997e12c5b216ebbd637539668ce,error,download: No connection adapters were found for 'x-raw-image:///0305093a3487cf72fe3c2eecc9592fcda97fb997e12c5b216ebbd637539668ce',,,,
x-raw-image:///ff6bdea2374ed001ab1e80358a6147ca9921844d7a246f0b93fa5b578e25b031,error,download: No connection adapters were found for 'x-raw-image:///ff6bdea2374ed001ab1e80358a6147ca9921844d7a246f0b93fa5b578e25b031',,,,
x-raw-image:///80af5dd4560c99dd4136629c44b6514087bb7fcfaa190ad4f56b5820919ef2b3,error,download: No connection adapters were found for 'x-raw-image:///80af5dd4560c99dd4136629c44b6514087bb7fcfaa190ad4f56b5820919ef2b3',,,,
x-raw-image:///4667becb467353ce3a35af3387219b6a44eb5d75b19a68d320cdd1a02e5a73ba,error,download: No connection adapters were found for 'x-raw-image:///4667becb467353ce3a35af3387219b6a44eb5d75b19a68d320cdd1a02e5a73ba',,,,
x-raw-image:///a0c08b32a9d2ecaee2d440457acb7afa3bfef4659cae727500522cda6976e9c1,error,download: No connection adapters were found for 'x-raw-image:///a0c08b32a9d2ecaee2d440457acb7afa3bfef4659cae727500522cda6976e9c1',,,,
x-raw-image:///9ae0efd911d9c0ac1961e8377e801cb3547c9e18aa542c8ecb9d191666465fdb,error,download: No connection adapters were found for 'x-raw-image:///9ae0efd911d9c0ac1961e8377e801cb3547c9e18aa542c8ecb9d191666465fdb',,,,
x-raw-image:///3b0b5680c749c11c24575294b054597ca21c93adc04c9ac00ae92ab1705cefbd,error,download: No connection adapters were found for 'x-raw-image:///3b0b5680c749c11c24575294b054597ca21c93adc04c9ac00ae92ab1705cefbd',,,,
https://www.timekocaeli.com/uploads/halk-kursusu-dernegi-ve-ramazan-sevinc-687b5340973e1.jpg,rejected,clip_threshold,0.1719411164522171,0.143667072057724,0.028274044394493103,1530.0245106261548
x-raw-image:///d86b55b995523bf9414ac3b9b1d7c1a7f25bcd1fc07df3a5c0183d0fbfa4c615,error,download: No connection adapters were found for 'x-raw-image:///d86b55b995523bf9414ac3b9b1d7c1a7f25bcd1fc07df3a5c0183d0fbfa4c615',,,,
x-raw-image:///3ffdd372559dc7634bfe19e812f40410a3d5bf418de40ee7c86b7aee964260b9,error,download: No connection adapters were found for 'x-raw-image:///3ffdd372559dc7634bfe19e812f40410a3d5bf418de40ee7c86b7aee964260b9',,,,
x-raw-image:///93aa3c470afb1d20bf9b2cf46d79bb60dd6938c0ab29386476376b4951113da9,error,download: No connection adapters were found for 'x-raw-image:///93aa3c470afb1d20bf9b2cf46d79bb60dd6938c0ab29386476376b4951113da9',,,,
x-raw-image:///23aecc36d6f3fcdcf2850631405155b0e4d88d656749ecfbdcd7be3dd11848af,error,download: No connection adapters were found for 'x-raw-image:///23aecc36d6f3fcdcf2850631405155b0e4d88d656749ecfbdcd7be3dd11848af',,,,
x-raw-image:///836356d6ff3a23a3de3ec7844abde9fabfd88c90ec4f6012f4d8cf84d1a4bbf9,error,download: No connection adapters were found for 'x-raw-image:///836356d6ff3a23a3de3ec7844abde9fabfd88c90ec4f6012f4d8cf84d1a4bbf9',,,,
x-raw-image:///6a0782cb26796fc3e23307f5e7cd6156cbb1f9e51ba261deb0b86d8656a42aeb,error,download: No connection adapters were found for 'x-raw-image:///6a0782cb26796fc3e23307f5e7cd6156cbb1f9e51ba261deb0b86d8656a42aeb',,,,
x-raw-image:///6c380a73915cbb5aa07a48c72502163868fd6a3dc2cb32e02cb5f1953d2acac0,error,download: No connection adapters were found for 'x-raw-image:///6c380a73915cbb5aa07a48c72502163868fd6a3dc2cb32e02cb5f1953d2acac0',,,,
x-raw-image:///b7995d552c5586ceb7bb8d6a293fe66c1fbc3c29e945ba275dacd273f667760e,error,download: No connection adapters were found for 'x-raw-image:///b7995d552c5586ceb7bb8d6a293fe66c1fbc3c29e945ba275dacd273f667760e',,,,
x-raw-image:///1ec48a2a7413fbe3aa1314bca43bcaad0e0a129925efee88eb893ed4edfd57a6,error,download: No connection adapters were found for 'x-raw-image:///1ec48a2a7413fbe3aa1314bca43bcaad0e0a129925efee88eb893ed4edfd57a6',,,,
x-raw-image:///48fe5b1ebea5279e6e04077984319e36813ad0d11f8fa2ad2634b0f52584f6aa,error,download: No connection adapters were found for 'x-raw-image:///48fe5b1ebea5279e6e04077984319e36813ad0d11f8fa2ad2634b0f52584f6aa',,,,
https://imgv2-1-f.scribdassets.com/img/document/812800677/original/69c21a67a3/1?v=1,rejected,clip_threshold,0.15399158000946045,0.19331742823123932,-0.03932584822177887,2085.5462368424583
https://img.yumpu.com/47995147/1/184x260/prof-dr-nil-sari-aaaaoe-cerrahpaaaya-taap-fakaa-1-4-ltesi.jpg?quality=85,rejected,too_small 184x260,,,,
https://www.nobelyayin.com/nblyyn/nobelyayin_com_19930.jpg,rejected,clip_threshold,0.17154043912887573,0.18360713124275208,-0.012066692113876343,525.7891808750261
https://img.yumpu.com/43666453/1/184x260/ders-kitaplaraa-aaaaoe-cerrahpaaaya-taap-fakaa-1-4-ltesi.jpg?quality=85,rejected,too_small 184x260,,,,
https://0.academia-photos.com/attachment_thumbnails/52849906/mini_magick20220705-31555-1rr17vb.png?1657023768,rejected,too_small 600x420,,,,
https://www.timekocaeli.com/uploads/mesut-nobetcigil-687a36edeb9bb.jpg,rejected,clip_threshold,0.17045915126800537,0.17028993368148804,0.00016921758651733398,932.8004514517245
https://www.timekocaeli.com/uploads/zirve-performance-academy---sporda-teknolojiyle-performans-takibi-687b556130e83.jpg,rejected,clip_threshold,0.17678451538085938,0.16178293526172638,0.015001580119132996,3945.2027734372346
https://img.yumpu.com/46273722/1/184x260/sterilizasyon-dezenfeksiyon-talimataa-aaaaoe-cerrahpaaaya-taap-fakaa-1-4-ltesi.jpg?quality=85,rejected,too_small 184x260,,,,
https://img.yumpu.com/41224554/1/500x640/aa-aayretim-aaoeyelerimizin-2011-yaalaanda-sci-e-kapsamaandaki-bilimsel-.jpg,rejected,too_small 453x640,,,,
https://www.timekocaeli.com/kcfinder/upload/files/2021%20Eyl%C3%BCl/613783c7b3e92.jpg,error,download: cannot identify image file <_io.BytesIO object at 0x1613591c0>,,,,
https://www.yumpu.com/tr/image/facebook/34713355.jpg,rejected,clip_threshold,0.22944070398807526,0.16649605333805084,0.06294465065002441,2111.2893783993786
x-raw-image:///89567558b17910936e896922cb368e13264c7ec6fc30e12661e4b60ba8380274,error,download: No connection adapters were found for 'x-raw-image:///89567558b17910936e896922cb368e13264c7ec6fc30e12661e4b60ba8380274',,,,
x-raw-image:///c6bd5e61c11fcc6538668c804b68ea501f6a58eb816e7a7d1075304db4ffa728,error,download: No connection adapters were found for 'x-raw-image:///c6bd5e61c11fcc6538668c804b68ea501f6a58eb816e7a7d1075304db4ffa728',,,,
x-raw-image:///b5068f84bde701d0d6dd5ceba3cac37aebff345fbe17cfceef0669006af4a902,error,download: No connection adapters were found for 'x-raw-image:///b5068f84bde701d0d6dd5ceba3cac37aebff345fbe17cfceef0669006af4a902',,,,
x-raw-image:///1dacb577fccec629bcf3e4b0dd9bb687a04c5e1a91c3be1b1dd3aa1a705931f2,error,download: No connection adapters were found for 'x-raw-image:///1dacb577fccec629bcf3e4b0dd9bb687a04c5e1a91c3be1b1dd3aa1a705931f2',,,,
x-raw-image:///7d6765355c069b111757e1bb7bfe1733deb7fd9a9caee6ee4373aef9ed577cfa,error,download: No connection adapters were found for 'x-raw-image:///7d6765355c069b111757e1bb7bfe1733deb7fd9a9caee6ee4373aef9ed577cfa',,,,
x-raw-image:///445e130d3c8a3a63a58f5d88c680b471b7b3d56de593b512d040ed9e4dd3e6b6,error,download: No connection adapters were found for 'x-raw-image:///445e130d3c8a3a63a58f5d88c680b471b7b3d56de593b512d040ed9e4dd3e6b6',,,,
x-raw-image:///9fbd9536370983119dcf2ecb3c1ee6c1df6a2bc2d5137b9786b35b40989896b6,error,download: No connection adapters were found for 'x-raw-image:///9fbd9536370983119dcf2ecb3c1ee6c1df6a2bc2d5137b9786b35b40989896b6',,,,
x-raw-image:///a8727ddb76e6de7ea8c362c68ce1dddc01f4189823dc8acda9c06d9f99d16496,error,download: No connection adapters were found for 'x-raw-image:///a8727ddb76e6de7ea8c362c68ce1dddc01f4189823dc8acda9c06d9f99d16496',,,,
x-raw-image:///794a02d96946b3b29c74cc0b68ae7cc12d2882cdf0c15ff7a032e521c0920be5,error,download: No connection adapters were found for 'x-raw-image:///794a02d96946b3b29c74cc0b68ae7cc12d2882cdf0c15ff7a032e521c0920be5',,,,
x-raw-image:///1f73296d659e0f35fa85bb51ab7cfbcbc23eb60bdea881a5395451bb25ada827,error,download: No connection adapters were found for 'x-raw-image:///1f73296d659e0f35fa85bb51ab7cfbcbc23eb60bdea881a5395451bb25ada827',,,,
x-raw-image:///ac63f8a0b6869562ab8c0d6d52ec636f4ec08d62a56efa4b712e435c545a8940,error,download: No connection adapters were found for 'x-raw-image:///ac63f8a0b6869562ab8c0d6d52ec636f4ec08d62a56efa4b712e435c545a8940',,,,
x-raw-image:///ca5acf53cd67842eb518b13fb344c8898ab8ac99046ca342b812b0c8658d517a,error,download: No connection adapters were found for 'x-raw-image:///ca5acf53cd67842eb518b13fb344c8898ab8ac99046ca342b812b0c8658d517a',,,,
x-raw-image:///2a5951a842926c8ad5ba10a895d483b48998e47cc8959f0251117e32f13cd5a7,error,download: No connection adapters were found for 'x-raw-image:///2a5951a842926c8ad5ba10a895d483b48998e47cc8959f0251117e32f13cd5a7',,,,
https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=457910273031936,error,download: cannot identify image file <_io.BytesIO object at 0x1679b2750>,,,,
https://www.nobelyayin.com/nblyyn/nobelyayin_com_3538.jpg,rejected,too_small 320x385,,,,
x-raw-image:///8c4423ecfa9a4083ecf5df5d2665c330c13b423ac3d660923298412fe2352801,error,download: No connection adapters were found for 'x-raw-image:///8c4423ecfa9a4083ecf5df5d2665c330c13b423ac3d660923298412fe2352801',,,,
https://www.tiktok.com/api/img/?itemId=7504280076263951634&location=0&aid=1988,error,download: 403 Client Error: Forbidden for url: https://www.tiktok.com/api/img/?itemId=7504280076263951634&location=0&aid=1988,,,,
https://imgv2-1-f.scribdassets.com/img/document/507041560/149x198/f40b804dd1/1717092164?v=1,rejected,too_small 149x198,,,,
https://www.tiktok.com/api/img/?itemId=7504473677321227527&location=0&aid=1988,error,download: 403 Client Error: Forbidden for url: https://www.tiktok.com/api/img/?itemId=7504473677321227527&location=0&aid=1988,,,,
x-raw-image:///7ee9dfc54a834bf4f60b3ebe2d943fa36130a4d9e374b632a295257486d1a04c,error,download: No connection adapters were found for 'x-raw-image:///7ee9dfc54a834bf4f60b3ebe2d943fa36130a4d9e374b632a295257486d1a04c',,,,
